Property Name,Property Type,Property Tag,Title,Complex Name,Address,Latitude,Longitude,Pincode,Super Area (sqft),Area per Square (Rs/Sqft),Price (lakh),Owner Type,Owner Name,Age of Construction,Floor,Facing,District,State
,Residential,Sale,"3 BHK Flat for sale in Vasant Kunj, New Delhi","DDA Ganga Apartment Sector D Pocket 6,Vasant Kunj","D6 Ganga Apartment New Delhi, Vasant Kunj, New Delhi - South, Delhi NCR
",28.5242246,77.1475459999999,110070,1750,"13,143",229.999999999999,Owner,neeraj mohan,5 to 10 years,"6 (Out of 8 Floors)
",East,New Delhi,Delhi
,Residential,Sale,"50 Sq-yrd 1 BHK Flat for Sale in , Rohini Sector 4, New Delhi",Rohini Sector 4,"A-30, Ground Floor, A-Block, Vijay Vihar Phase-II, Rohini Sector-4, North-West Delhi-110043, Sector 4 Rohini, New Delhi - Rohini, Delhi NCR
",28.706273,77.10275,110085,50,"4,889",22,Owner,RAJEEV VERMA,5 to 10 years,"Ground (Out of 5 Floors)
",,North West Delhi,Delhi
,Residential,Rent,"2 BHK 120 Sq-ft Flat/Apartment for Rent in Dwarka Sector 16B, New Delhi",Dwarka Sector 16B120 sqft,"Sector 16B Dwarka, New Delhi - Dwarka, Delhi NCR
",28.6030006,77.0204624,110078,120,100,0.12,Owner,sandeep gahlot,New Construction,"3 (Out of 3 Floors)
",,South West Delhi,Delhi
,Residential,Rent,2 BHKFlat760 sqft,"Duggal Housing Complex,Khanpur, Madangir760 sqft","H.no-211, Duggal housing complex school road khanpur New Delhi, Khanpur, New Delhi - South, Delhi NCR
",28.5128843,77.2294459,110062,760,16,0.12,Owner,Mohit,New Construction,"2 (Out of 3 Floors)
",,South Delhi,Delhi
J M Associates,Residential,Sale,3 BHK 1800 Sq-ft Flat,"DDA Tara Apartment,Alaknanda","Vasant Vihar, Alaknanda, New Delhi - South, Delhi NCR
",28.5304408,77.2505733,110019,1800,"10,000",180,Agent,Sumit Nag Kumar,10 to 15 years,"1 (Out of 3 Floors)
",North - East,South East Delhi,Delhi
,Residential,Sale,"940 Sq-ft 2 BHK Flat for Sale in , Paschim Vihar, New Delhi",Paschim Vihar,"E2 Harsh Apartment near Peera Garhi Metro Station Paschim Vihar, Paschim Vihar, New Delhi - West, Delhi NCR
",28.6796531999999,77.0927768999999,110087,940,"7,979",75,Owner,KL Batra,10 to 15 years,"Ground (Out of 3 Floors)
",,West Delhi,Delhi
,Residential,Sale,"1170 Sq-ft 3 BHK Flat for Sale in , Shakarpur, New Delhi",Shakarpur,"S 485, School block shakkArpur, Shakarpur, New Delhi - East, Delhi NCR
",28.6238693,77.2801139,110092,1170,"6,410",75,Owner,Rk Gupta,Less than 5 years,"2 (Out of 4 Floors)
",,East Delhi,Delhi
,Residential,Sale,"450 Sq-ft 2 BHK Flat for Sale in , Vijay Enclave, New Delhi","Vijay Enclave, Mahavir Enclave","Vijay Enclave, New Delhi - West, Delhi NCR
",28.6039811,77.0744443999999,110046,450,"5,778",26,Owner,Sachina Kumar Bansal,New Construction,"1 (Out of 4 Floors)
",,South West Delhi,Delhi
,Residential,Rent,"3 BHK 125 Sq-ft Flat/Apartment for Rent in Jamia Nagar, New Delhi","Jamia Nagar, Okhla125 sqft","G 5, Opp Cribs hospital, Jamia Nagar, Jamia Nagar, New Delhi - South, Delhi NCR
",28.5435667,77.2997184,110025,125,200,0.25,Owner,Jawed Hussain,Less than 5 years,"3 (Out of 4 Floors)
",,South East Delhi,Delhi
Thakur Estates,Residential,Sale,2 BHK 1325 Sq-ft Flat for Sale in Saket,Saket,"k blok, Saket, New Delhi - South, Delhi NCR
",28.5228407,77.2121325999999,110017,1325,"12,453",165,Agent,Rakesh Thakur,15 to 20 years,"1 (Out of 3 Floors)
",,South Delhi,Delhi
,Residential,Sale,"3 BHK Flat for sale in M G Road, Gurgaon","Unitech Heritage City,M G Road","M G Road, Gurgaon, M G Road, Gurgaon, Delhi NCR
",28.4827264,77.1077780999999,110030,1970,"15,228",300,Owner,Suresh,Above 20 years,"3 (Out of 4 Floors)
",South,Gurgaon,Delhi
,Residential,Rent,1 BHKFlat450 sqft,"DDA Janta Apartment,Dwarka Sector 16, Dwarka","Flat no. 434, pocket- q, Sector 16 Dwarka, New Delhi - Dwarka, Delhi NCR
",28.5950107,77.0224860999999,110075,450,12,0.055,Owner,shipra chakravorty,Above 20 years,"Ground (Out of 1 Floors)
",,South West Delhi,Delhi
,Residential,Rent,"1 BHK 100 Sq-ft Flat/Apartment for Rent in Nehru Nagar, New Delhi","Nehru Nagar, Lajpat Nagar","4/36 nehru nager new delhi, Nehru Nagar, New Delhi - South, Delhi NCR
",28.5702013,77.2539256,110065,,90,0.09,Owner,nitesh,5 to 10 years,"2 (Out of 4 Floors)
",,South East Delhi,Delhi
,Residential,Rent,"2 BHK 1200 Sq-ft Flat/Apartment for Rent in Janakpuri, New Delhi",Janakpuri1200 sqft,"B3b 61 b, Janakpuri, New Delhi - West, Delhi NCR
",28.6245168,77.0875119,110058,1200,21,0.25,Owner,Arun,New Construction,"1 (Out of 2 Floors)
",,West Delhi,Delhi
,Residential,Rent,2 BHKFlat800 sqft,"Kohinoor Apartment,Kalkaji Extention800 sqft","56-c, pkt a-10 kalkaji extn, Kalkaji Extention, New Delhi - South, Delhi NCR
",28.5420435,77.256984,110019,800,28,0.22,Owner,Devender,Less than 5 years,"3 (Out of 3 Floors)
",,South East Delhi,Delhi
,Residential,Rent,"2 BHK 550 Sq-ft Flat/Apartment for Rent in Uttam Nagar West, New Delhi",Uttam Nagar West550 sqft,"Uttam Nagar West, New Delhi - West, Delhi NCR
",28.6195574,77.0549901,110059,550,16,0.09,Owner,Sunil,Less than 5 years,"2 (Out of 3 Floors)
",,South West Delhi,Delhi
,Residential,Sale,"900 Sq-ft 2 BHK Flat for Sale in , Mayur Vihar 1, New Delhi",Mayur Vihar 1,"Mayur Vihar 1, New Delhi - East, Delhi NCR
",28.6083697,77.2931119999999,110091,900,"13,333",120,Owner,Ashok Chakrabarti,,"2 (Out of 4 Floors)
",,East Delhi,Delhi
,Residential,Sale,"200 Sq-ft 3 BHK Flat for Sale in , Kirti Nagar, New Delhi",Kirti Nagar,"Kirti Nagar, New Delhi - West, Delhi NCR
",28.6493776,77.1436997999999,110015,200,"85,000",170,Owner,Tarun vij,5 to 10 years,"2 (Out of 3 Floors)
",,West Delhi,Delhi
,Residential,Sale,"2 BHK Flat for sale in Bharthal, New Delhi","DDA LIG Flats,Bharthal, Dwarka","DDA LIG Flats Sector 26 Dwarka Delhi, Bharthal, New Delhi - Dwarka, Delhi NCR
",28.5442364,77.044399,110077,350,"9,142",32,Owner,Sanjiva Sinha,Less than 5 years,"Ground (Out of 4 Floors)
",East,South West Delhi,Delhi
,Residential,Rent,3 BHKFlat1250 sqft,"Trilok Apartments,Indraprastha Extension, Patparganj1250 sqft","plot 85, near madhu vihar market, IP extension, Indraprastha Extension, New Delhi - East, Delhi NCR
",28.6344439,77.3027118999999,110092,1250,21,0.26,Owner,Abhishek,Above 20 years,"2 (Out of 4 Floors)
",,East Delhi,Delhi
,Residential,Sale,"4 BHK Flat for sale in G.T. Karnal Road, New Delhi","Kings Bury Apartment,G.T. Karnal Road","G.T. Karnal Road, New Delhi - North, Delhi NCR
",28.7469415,77.1516853,110042,,"4,040",110,Owner,Pradeep,5 to 10 years,"12 (Out of 13 Floors)
",South,North West Delhi,Delhi
,Residential,Rent,"1 BHK 222 Sq-ft Flat/Apartment for Rent in Rohini Sector 1, New Delhi",Rohini Sector 1,"312., Sector 1 Rohini, New Delhi - Rohini, Delhi NCR
",28.70615,77.10288,110085,222,36,0.08,Owner,Mansi Batra,5 to 10 years,"2 (Out of 2 Floors)
",,North West Delhi,Delhi
,Residential,Rent,"2 BHK 90 Sq-ft Flat/Apartment for Rent in Madangir, New Delhi",Madangir90 sqft,"Rajpur Khurd Village, Maidan Garhi, New Delhi, Delhi 110074, Madangir, New Delhi - South, Delhi NCR
",28.495649,77.1893879999999,110030,90,133,0.12,Owner,Mohit Dhillon,Less than 5 years,"2 (Out of 3 Floors)
",,South Delhi,Delhi
,Residential,Rent,"6 BHK 250 Sq-ft Flat/Apartment for Rent in Laxmi Nagar, New Delhi",Laxmi Nagar250 sqft,"radhe krishna pg near laxmi nagar gate no 5, Laxmi Nagar, New Delhi - East, Delhi NCR
",28.6331076,77.281278,110031,250,18,0.045,Owner,minni chauhan,New Construction,"1 (Out of 3 Floors)
",,East Delhi,Delhi
,Residential,Sale,"1250 Sq-ft 3 BHK Flat for Sale in , Khirki extension, New Delhi","Khirki extension, Malviya Nagar","Flat No. G4 Building No . J1/13 Gupta Coloney, Khirki Extension Near Malviya Nagar New Delhi 110017, Khirki extension, New Delhi - South, Delhi NCR
",28.5308397,77.2170833999999,110017,1250,"5,760",72,Owner,Rekha Shekhar,10 to 15 years,"1 (Out of 4 Floors)
",,South Delhi,Delhi
,Residential,Rent,"2 BHK 900 Sq-ft Flat/Apartment for Rent in Jangpura, New Delhi",Jangpura900 sqft,"Jangpura, New Delhi - South, Delhi NCR
",28.5826307,77.2486596,110014,900,18,0.15999,Owner,Rajesh Sachdeva,5 to 10 years,"3 (Out of 4 Floors)
",,South Delhi,Delhi
,Residential,Sale,"450 Sq-yrd 4 BHK Flat for Sale in , Safdarjung Enclave, New Delhi",Safdarjung Enclave,"B7 Block, Safdarjung Enclave, New Delhi - South, Delhi NCR
",28.560589,77.1981184,110029,450,"31,914",750,Owner,Akshit,New Construction,"1 (Out of 5 Floors)
",,New Delhi,Delhi
,Residential,Rent,"3 BHK 1000 Sq-ft Flat/Apartment for Rent in Raja Puri, New Delhi","Raja Puri, Matiala1000 sqft","Raja Puri, New Delhi - West, Delhi NCR
",28.6112415,77.0568699,110059,1000,11,0.11,Owner,Dinesh,Less than 5 years,"3 (Out of 4 Floors)
",,South West Delhi,Delhi
,Residential,Sale,"3 BHK Flat for sale in Moti Nagar, New Delhi","DLF Capital Greens,Moti Nagar, Kirti Nagar","DLF Capital Greens Phase 1, Moti Nagar, New Delhi - West, Delhi NCR
",28.665305,77.1502447,110015,1550,"11,290",175,Owner,shaurya,Less than 5 years,"28 (Out of 30 Floors)
",East,West Delhi,Delhi
,Residential,Rent,"2 BHK 905 Sq-ft Flat/Apartment for Rent in Govindpuri Main, New Delhi",Govindpuri Main905 sqft,"499/d/6 gali no.6, Govindpuri Main, New Delhi - South, Delhi NCR
",28.5243926,77.2591364,110019,905,9,0.085,Owner,vipin,5 to 10 years,"3 (Out of 5 Floors)
",,South East Delhi,Delhi
,Residential,Sale,"1750 Sq-ft 4 BHK Flat for Sale in , Mayur Vihar 3, New Delhi",Mayur Vihar 3,"157b/ pocket 6., Mayur Vihar 3, New Delhi - East, Delhi NCR
",28.6027075,77.2921925,110091,1750,"7,142",125,Owner,T N Pathak,5 to 10 years,"1 (Out of 4 Floors)
",,East Delhi,Delhi
Ken Realty Pvt. Ltd.,Residential,Sale,4 BHK 2200 Sq-ft Flat,"Sagar Apartment,Connaught Place","Connaught Place, New Delhi - Central, Delhi NCR
",28.6304203,77.2177215999999,110001,2200,"47,727",1050,Agent,Kamal Sharma,5 to 10 years,"7 (Out of 10 Floors)
",North - East,New Delhi,Delhi
,Residential,Rent,"1 BHK 100 Sq-yrd Flat/Apartment for Rent in B 4 Block, New Delhi",Safdarjung Enclave,"B4 Block, 184A, Safdarjung Enclave, New Delhi - South, Delhi NCR
",28.5635943,77.1995558,110029,100,180,0.18,Owner,Nitin Nitin,10 to 15 years,"1 (Out of 2 Floors)
",,New Delhi,Delhi
,Residential,Rent,"1 BHK 450 Sq-ft Flat/Apartment for Rent in Shakarpur, New Delhi",Shakarpur,"Shakarpur, New Delhi - East, Delhi NCR
",28.6279488,77.2786205,110092,450,21,0.095,Owner,Brajesh,Less than 5 years,"2 (Out of 3 Floors)
",,East Delhi,Delhi
,Residential,Rent,"3 BHK 1000 Sq-ft Flat/Apartment for Rent in Laxmi Nagar, New Delhi",Laxmi Nagar1000 sqft,"a 125 gupta appartment, Laxmi Nagar, New Delhi - East, Delhi NCR
",28.6913656,77.2610878999999,110053,1000,10,0.1,Owner,Madhu,5 to 10 years,"4 (Out of 4 Floors)
",,Shahdara,Delhi
,Residential,Sale,2 BHKFlat,thumbu chetty palya,"Sir Tirumala Silver Springs, New Delhi, Delhi NCR
",28.657174,77.228651,110006,1075,"4,329",46.5,Owner,Shiva,Under Construction,"2 (Out of 5 Floors)
",,Central Delhi,Delhi
,Residential,Rent,"1 BHK 40 Sq-ft Flat/Apartment for Rent in Rohini Sector 34, New Delhi",Rohini Sector 34,"Sector 34 Rohini, New Delhi - Rohini, Delhi NCR
",28.7731624,77.0765926999999,110039,,150,0.06,Owner,Rajender Vohra,,"4 (Out of 4 Floors)
",,North Delhi,Delhi
,Residential,Sale,"2 BHK Flat for sale in Rohini Sector 13, New Delhi","Jhang Apartment,Rohini Sector 13","Rohini Sector 13 New Delhi 110085, Sector 13 Rohini, New Delhi - Rohini, Delhi NCR
",28.7220517,77.128472,110085,1065,"10,329",110,Owner,MANU,15 to 20 years,"3 (Out of 4 Floors)
",North - East,North West Delhi,Delhi
,Residential,Rent,"3 BHK 1600 Sq-ft Flat/Apartment for Rent in Chhattarpur Enclave Phase2, New Delhi",Chhattarpur Enclave Phase21600 sqft,"Property No. C-39A, Chhatarpur Enclave Phase 2, New Delhi, Chhattarpur Enclave Phase2, New Delhi - South, Delhi NCR
",28.5002129,77.1864935999999,110074,1600,14,0.22,Owner,Lohit Kanwar,New Construction,"1 (Out of 4 Floors)
",,South Delhi,Delhi
,Residential,Sale,"2 BHK Flat for sale in Indraprastha Extension, New Delhi","DDA Prashant Apartments,Indraprastha Extension, Patparganj","Ground Floor, Indraprastha Extension, New Delhi - East, Delhi NCR
",28.630018,77.3146919999999,110092,1050,"9,142",96,Owner,Sanjay,Above 20 years,"Ground (Out of 3 Floors)
",East,East Delhi,Delhi
,Residential,Sale,"1000 Sq-ft 2 BHK Flat for Sale in , Vikaspuri, New Delhi",Vikaspuri,"38A DG2 D block, Vikaspuri, New Delhi - West, Delhi NCR
",28.6377982,77.0667691,110018,1000,"9,000",90,Owner,Srinivasan Krishnamurthi,Above 20 years,"Ground (Out of 3 Floors)
",,West Delhi,Delhi
,Residential,Rent,"2 BHK 550 Sq-ft Flat/Apartment for Rent in Sagarpur West, New Delhi","Sagarpur West, Sagarpur","Sagarpur West, New Delhi - West, Delhi NCR
",28.6043035,77.0954823,110046,,15,0.08,Owner,jasveer singh,New Construction,"2 (Out of 3 Floors)
",,South West Delhi,Delhi
,Residential,Sale,"800 Sq-ft 2 BHK Flat for Sale in , Vasant Kunj, New Delhi",Vasant Kunj,"60206 Santushti Apartment Sector D Pocket 6 Vasant Kunj New Delhi, Vasant Kunj, New Delhi - South, Delhi NCR
",28.5277768,77.148968,110070,800,"16,875",135,Owner,DEEP KUMAR SIROHI,15 to 20 years,"2 (Out of 3 Floors)
",,New Delhi,Delhi
,Residential,Sale,"1000 Sq-ft 2 BHK Flat for Sale in , Dwarka Sector 7, New Delhi",Dwarka Sector 7,"Sec -7.Dwarka New Delhi, Sector 7 Dwarka, New Delhi - Dwarka, Delhi NCR
",28.5842915,77.0715563999999,110075,1000,"8,000",80,Owner,Rakesh Dogra,5 to 10 years,"2 (Out of 3 Floors)
",,South West Delhi,Delhi
,Residential,Sale,"3 BHK Flat for sale in Paschim Vihar, New Delhi","Ankur Apartment,Paschim Vihar","GH-2, Dr Deen Dyal Upadhyay Marg, Paschim Vihar, Delhi, Paschim Vihar, New Delhi - West, Delhi NCR
",28.663003,77.0972939999999,110063,1100,"8,182",90,Owner,Mohandas,10 to 15 years,"2 (Out of 3 Floors)
",West,West Delhi,Delhi
,Residential,Sale,"50 Sq-yrd 2 BHK Flat for Sale in , Bhajanpura, New Delhi","Bhajanpura, Shahdara","B384/2 3rd Floor, left position, B Block NO 7, Bhajanpura, Delhi, Bhajanpura, New Delhi - North, Delhi NCR
",28.7886037,77.1411602,110036,50,"3,333",15,Owner,Shivm garg,5 to 10 years,"2 (Out of 4 Floors)
",,North Delhi,Delhi
,Residential,Sale,"225 Sq-yrd 3 BHK Flat for Sale in , Patel Nagar West, New Delhi",Patel Nagar West,"3/17 Third Floor West Patel Nagar, Patel Nagar West, New Delhi - West, Delhi NCR
",28.6518267,77.1644665,110008,225,"12,938",262,Owner,sachin arora,5 to 10 years,"3 (Out of 4 Floors)
",,West Delhi,Delhi
,Residential,Rent,"1 BHK 450 Sq-ft Flat/Apartment for Rent in Rohini Sector 15, New Delhi",Rohini Sector 15,"New Delhi, Sector 15 Rohini, New Delhi - Rohini, Delhi NCR
",28.7309194,77.1277312,110089,450,16,0.07,Owner,Vaibhav Srivastav,Less than 5 years,"3 (Out of 3 Floors)
",,North West Delhi,Delhi
,Residential,Sale,"670 Sq-ft 2 BHK Flat for Sale in , Mohan Garden, New Delhi","Mohan Garden, Razapur Khurd","Mohan garden, Block-Q, Dwarka more, New Delhi, Mohan Garden, New Delhi - West, Delhi NCR
",28.6301045,77.0318965,110059,670,"3,881",26,Owner,ashok kumar,New Construction,"1 (Out of 4 Floors)
",,South West Delhi,Delhi
,Residential,Rent,3 BHKFlat1540 sqft,"DLF Capital Greens,Moti Nagar, Kirti Nagar1540 sqft","Moti Nagar, New Delhi - West, Delhi NCR
",28.6582349,77.1432671,110015,1540,27,0.42,Owner,GAGANDEEP SINGH SODHI,Less than 5 years,"8 (Out of 25 Floors)
",,West Delhi,Delhi
,Residential,Sale,"500 Sq-ft 2 BHK Flat for Sale in , Uttam Nagar, New Delhi",Uttam Nagar,"Vishwash Park Near Solanki Chauk, Uttam Nagar, New Delhi - West, Delhi NCR
",28.612674,77.0566408999999,110059,500,"5,000",25,Owner,ranjeet arya,Less than 5 years,"1 (Out of 4 Floors)
",,South West Delhi,Delhi
,Residential,Rent,"1 BHK 200 Sq-ft Flat/Apartment for Rent in Govindpuri Extension, New Delhi","Govindpuri Extension, Kalkaji","1869/C gali no.14 govindpuri extension, Govindpuri Extension, New Delhi - South, Delhi NCR
",28.5354803,77.2576512,110019,200,30,0.06,Owner,Priyanka Sharma,10 to 15 years,"3 (Out of 3 Floors)
",,South East Delhi,Delhi
,Residential,Sale,"1 BHK Flat for sale in Vasant Kunj, New Delhi","DDA Flats Sector E Pocket 2,Vasant Kunj","Vasant Kunj New Delhi, Vasant Kunj, New Delhi - South, Delhi NCR
",28.5293121,77.1484442,110070,800,"8,500",68,Owner,Sultan Kazi,5 to 10 years,"2 (Out of 4 Floors)
",South,New Delhi,Delhi
,Residential,Sale,"1000 Sq-ft 2 BHK Flat for Sale in , Vasant Kunj Sector B, New Delhi",Vasant Kunj Sector B,"B2, Ground Floor, New Allotment, DDA 2019 Scheme, Vasant Kunj, New Delhi, 110070, Sector B Vasant Kunj, New Delhi - South, Delhi NCR
",28.5257909,77.1603796,110070,1000,"14,000",140,Owner,SC Jain,New Construction,"Ground (Out of 3 Floors)
",,New Delhi,Delhi
,Residential,Rent,"1 BHK 600 Sq-ft Flat/Apartment for Rent in Meera Bagh, New Delhi","Meera Bagh, Paschim Vihar","Gh-6 / 229., Meera Bagh, New Delhi - West, Delhi NCR
",28.6592029,77.0859414,110087,600,18,0.11,Owner,Praveen Verma,Above 20 years,"Ground (Out of 3 Floors)
",,West Delhi,Delhi
,Residential,Sale,"2780 Sq-ft 4 BHK Flat for Sale in , New Moti Nagar, New Delhi","New Moti Nagar, Kirti Nagar","Moti Nagar, New Delhi, New Moti Nagar, New Delhi - West, Delhi NCR
",28.6582349,77.1432671,110015,2780,"16,727",465,Owner,SHARAD GARG,New Construction,"2 (Out of 27 Floors)
",,West Delhi,Delhi
,Residential,Sale,"1999 Sq-ft 3 BHK Flat for Sale in , Sarita Vihar Pocket G, New Delhi",Sarita Vihar Pocket G,"Pocket G, Sarita vihar New Delhi 110076, Sarita Vihar Pocket G, New Delhi - South, Delhi NCR
",28.5320489,77.2940285999999,110076,1999,"8,754",175,Owner,Umang,15 to 20 years,"2 (Out of 3 Floors)
",,South East Delhi,Delhi
,Residential,Sale,"1500 Sq-ft 3 BHK Flat for Sale in , Janakpuri Block BB, New Delhi",Janakpuri Block BB,"Janakpuri Block BB, New Delhi - West, Delhi NCR
",28.6319119,77.0934985999999,110058,1500,"13,333",200,Owner,Ajay Bajaj,Above 20 years,"2 (Out of 3 Floors)
",,West Delhi,Delhi
,Residential,Rent,3 BHKFlat1660 sqft,"DLF Capital Greens,Moti Nagar, Kirti Nagar1660 sqft","Moti Nagar, New Delhi, Moti Nagar, New Delhi - West, Delhi NCR
",28.6582349,77.1432671,110015,1660,30,0.5,Owner,poonam,Less than 5 years,"Upper Basement (Out of 20 Floors)
",,West Delhi,Delhi
,Residential,Rent,1 BHKFlat498 sqft,New Delhi,"New Delhi, Delhi NCR
",28.6139391,77.2090212,110011,498,19,0.095,Owner,Tanya Madan,New Construction,"Ground (Out of 2 Floors)
",,New Delhi,Delhi
,Residential,Rent,2 BHKFlat1200 sqft,"DDA Kaveri Apartment,Vasant Kunj1200 sqft","D6, Sector D, Vasant Kunj, New Delhi, Delhi 110070, Vasant Kunj, New Delhi - South, Delhi NCR
",28.5256627,77.1477972999999,110070,1200,33,0.4,Owner,sarita yadav,New Construction,"4 (Out of 4 Floors)
",,New Delhi,Delhi
,Residential,Sale,"900 Sq-ft 2 BHK Flat for Sale in , DLF Ankur Vihar, Ghaziabad",DLF Ankur Vihar,"DLF Ankur Vihar Ghaziabad, DLF Ankur Vihar, Ghaziabad, Delhi NCR
",28.7377467,77.2670954,201102,900,"1,889",17,Owner,sanjay kumar safaya,5 to 10 years,,,Ghaziabad,Delhi
,Residential,Sale,"756 Sq-ft 2 BHK Flat for Sale in , Shahdara, New Delhi",Shahdara,"sai villa, Shivaji park gali no 3, Shahdara, Shahdara, New Delhi - North East, Delhi NCR
",28.6793826,77.2802892999999,110032,756,"6,217",47,Owner,rahul Khatri,Less than 5 years,"4 (Out of 4 Floors)
",,Shahdara,Delhi
,Residential,Sale,"4 BHK Flat for sale in Pitampura, New Delhi","DDA Tower Height Apartment,Pitampura","Pitampura, New Delhi - North, Delhi NCR
",28.6989703,77.1387225,110034,1500,"18,333",275,Owner,Sanyam krishnani,10 to 15 years,"6 (Out of 10 Floors)
",North - East,North West Delhi,Delhi
,Residential,Sale,"3 BHK Flat for sale in Dwarka Sector 4, New Delhi","Bahawalpur Apartment,Dwarka Sector 4","Sector 4 Dwarka, New Delhi - Dwarka, Delhi NCR
",28.6029202,77.0492503999999,110078,,1230163.0754,160,Owner,Kashmiri Lal Chopra,15 to 20 years,"6 (Out of 7 Floors)
",,South West Delhi,Delhi
,Residential,Rent,3 BHKFlat1200 sqft,"Vishwakarma Apartment,Vasundhara Enclave","56, 101, Vasundhara Enclave, New Delhi, Vasundhara Enclave, New Delhi - East, Delhi NCR
",28.6001813,77.3165886,110096,,20,0.24,Owner,DEEPAK GUPTA Deepak Gupta,Above 20 years,"1 (Out of 4 Floors)
",,East Delhi,Delhi
,Residential,Sale,"3 BHK Flat for sale in Alaknanda, New Delhi","DDA Tara Apartment,Alaknanda","S33 Tara Apartments Alaknanda New Delhi, Alaknanda, New Delhi - South, Delhi NCR
",28.5237976,77.2550205999999,110019,2100,"8,810",185,Owner,Mohan,15 to 20 years,"2 (Out of 5 Floors)
",East,South Delhi,Delhi
,Residential,Sale,"1000 Sq-ft 3 BHK Flat for Sale in , Palam Road, New Delhi",Palam Road,"Suraj Vihar, old Palam road, near NSUT, Palam Road, New Delhi - Dwarka, Delhi NCR
",28.6078176,77.0406146999999,110078,1000,"4,800",48,Owner,Sumit Singla,New Construction,"1 (Out of 4 Floors)
",,South West Delhi,Delhi
,Residential,Rent,1 BHKFlat550 sqft,"DDA Rosewood Apartments,Dwarka Sector 13","Sector 13 Dwarka, New Delhi - Dwarka, Delhi NCR
",28.598662,77.0348573,110075,550,20,0.11,Owner,Francis Ambooken,New Construction,"4 (Out of 4 Floors)
",,South West Delhi,Delhi
,Residential,Rent,"3 BHK 2100 Sq-ft Flat/Apartment for Rent in Defence Colony, New Delhi",Defence Colony2100 sqft,"C231 CBlock Defence Colony New Delhi., Defence Colony, New Delhi - South, Delhi NCR
",28.5686902,77.2304563999999,110049,2100,90,1.9,Owner,Mrs. Whig,Less than 5 years,"1 (Out of 4 Floors)
",,South East Delhi,Delhi
,Residential,Sale,"900 Sq-ft 3 BHK Flat for Sale in , Patel Nagar East, New Delhi","Patel Nagar East, Patel Nagar","8 Block, Patel Nagar East, New Delhi - West, Delhi NCR
",28.6434205,77.1738508,110008,900,"13,889",125,Owner,Arun Bhardwaj,10 to 15 years,"2 (Out of 4 Floors)
",,New Delhi,Delhi
,Residential,Rent,2 BHKFlat1200 sqft,"Ranjit Vihar I,Dwarka Sector 221200 sqft","Dwarka Sec 23, Sector 22 Dwarka, New Delhi - Dwarka, Delhi NCR
",28.5607215,77.0597174999999,110077,1200,24,0.285,Owner,Col Sanjay Shandil,5 to 10 years,"6 (Out of 10 Floors)
",,South West Delhi,Delhi
,Residential,Rent,3 BHKFlat1800 sqft,"Hauz Khas Apartment,Hauz Khas1800 sqft","376 hauz khas apartment new delhi, Hauz Khas, New Delhi - South, Delhi NCR
",28.540352,77.1856579999999,110016,1800,38,0.68,Owner,Anand Govil,Above 20 years,"2 (Out of 4 Floors)
",,South Delhi,Delhi
,Residential,Rent,3 BHKFlat1187 sqft,"Brindavan Apartment,Dwarka Sector 121187 sqft","Sector-12, Dwarka, New Delhi, Sector 12 Dwarka, New Delhi - Dwarka, Delhi NCR
",28.5937647,77.0434934,110075,1187,29,0.35,Owner,Devesh Raizada,5 to 10 years,"Ground (Out of 8 Floors)
",,South West Delhi,Delhi
,Residential,Sale,"3 BHK Flat for sale in Paschim Vihar, New Delhi","DDA Pragati Apartment,Paschim Vihar","Paschim Vihar, New Delhi - West, Delhi NCR
",28.6691255,77.0928656,110087,1300,"13,846",180,Owner,Sant Prasad,15 to 20 years,"Ground (Out of 1 Floors)
",East,West Delhi,Delhi
,Residential,Sale,"2 BHK Flat for sale in Janakpuri, New Delhi","DDA Flat,Janakpuri","c4d, janakpuri, Janakpuri, New Delhi - West, Delhi NCR
",28.6181165,77.0937014,110058,100,"1,16,000",115.999999999999,Owner,gaurav,,"1 (Out of 1 Floors)
",,South West Delhi,Delhi
,Residential,Sale,"2 BHK Flat for sale in Mayur Vihar 1, New Delhi","East End Apartments,Mayur Vihar 1","Mayur Vihar 1, New Delhi - East, Delhi NCR
",28.6083697,77.2931119999999,110091,920,"10,652",98,Owner,Mahipal Singh,Above 20 years,"1 (Out of 4 Floors)
",East,East Delhi,Delhi
,Residential,Sale,"3 BHK Flat for sale in Dwarka Sector 10, New Delhi","The Great Lyallpur,Dwarka Sector 10","plot no 35 sector 10, Sector 10 Dwarka, New Delhi - Dwarka, Delhi NCR
",28.5829494,77.0583472999999,110075,2400,"10,625",254.999999999999,Owner,kumar,10 to 15 years,"9 (Out of 10 Floors)
",North - East,South West Delhi,Delhi
,Residential,Sale,"3 BHK Flat for sale in Dwarka Sector 2, New Delhi","Mahalaxmi Apartment,Dwarka Sector 2","plot no.4 mahalaxmi apartment, Sector 2 Dwarka, New Delhi - Dwarka, Delhi NCR
",28.596616,77.072211,110075,1500,"8,666",130,Owner,Suman kumar deb,New Construction,"7 (Out of 7 Floors)
",North - East,South West Delhi,Delhi
,Residential,Rent,1 BHKFlat600 sqft,"Una Apartment,Indraprastha Extension, Patparganj","Plot No 3, Indraprastha Extension, New Delhi - East, Delhi NCR
",28.630018,77.3146919999999,110092,600,25,0.15,Owner,Chanderbeer Singh Rawat,15 to 20 years,"2 (Out of 3 Floors)
",,East Delhi,Delhi
